crashID,locationID
20241051,NSW_Mid_Western_Central_West
20243128,QLD_Mackay_Mackay___Isaac___Whitsunday
20242109,VIC_Hume_Melbourne___North_West
20241116,NSW_Newcastle_Newcastle_and_Lake_Macquarie
20243226,QLD_Ipswich_Ipswich
20242092,VIC_Glen_Eira_Melbourne___Inner_South
20242125,VIC_Greater_Dandenong_Melbourne___South_East
20244077,SA_Alexandrina_South_Australia___South_East
20242049,VIC_Monash_Melbourne___South_East
20243265,QLD_Ipswich_Ipswich
20243122,QLD_Fraser_Coast_Wide_Bay
20243151,QLD_Sunshine_Coast_Sunshine_Coast
20241283,NSW_Cabonne_Central_West
20242262,VIC_Nillumbik_Melbourne___North_East
20242100,VIC_Yarriambiack_North_West
20242211,VIC_Greater_Bendigo_Bendigo
20241168,NSW_Canterbury_Bankstown_Sydney___Inner_South_West
20241162,NSW_Clarence_Valley_Coffs_Harbour___Grafton
20241073,NSW_Wollongong_Illawarra
20243097,QLD_South_Burnett_Wide_Bay
20242182,VIC_Latrobe_(Vic.)_Latrobe___Gippsland
