crashID,crashType,articulatedTruckInvolvement,busInvolvement,heavyRigidTruckInvolvement,vehicleID
201750029,Single,No,No,No,V7663
20173200,Single,No,No,No,V7664
20172019,Single,No,No,No,V7665
20173140,Single,No,No,No,V7666
20176027,Single,Yes,No,Yes,V7667
20171248,Single,No,No,No,V7668
20173149,Single,No,No,No,V7669
20171020,Single,No,No,No,V7670
20171115,Multiple,No,No,No,V7671
20171115,Multiple,No,No,No,V7672
20172194,Single,No,No,No,V7673
20173209,Single,No,No,No,V7674
20173228,Single,No,No,No,V7675
20172017,Single,No,No,No,V7676
20171257,Single,No,No,No,V7677
20173184,Single,No,No,No,V7678
20172128,Single,No,No,No,V7679
20171119,Single,No,No,Yes,V7680
20171139,Single,No,No,Yes,V7681
20171077,Single,No,No,No,V7682
20175088,Single,No,No,No,V7683
20171234,Single,No,No,No,V7684
20175130,Single,No,No,No,V7685
20174019,Single,No,No,No,V7686
20173204,Single,No,No,No,V7687
20175037,Single,No,No,No,V7688
20172145,Single,No,No,No,V7689
20177014,Single,No,No,No,V7690
20171163,Single,No,No,Yes,V7691
20174026,Single,No,No,No,V7692
20171198,Single,No,No,No,V7693
20171302,Single,No,No,No,V7694
20171179,Single,No,No,No,V7695
20173015,Single,Yes,No,No,V7696
20173197,Multiple,No,No,No,V7697
20173197,Multiple,No,No,No,V7698
20173212,Single,No,No,Yes,V7699
20175059,Single,Yes,No,Yes,V7700
20172006,Single,No,No,No,V7701
20172215,Single,Yes,No,No,V7702
20171344,Single,No,No,No,V7703
20175019,Single,No,No,No,V7704
20173047,Single,No,No,No,V7705
20175008,Single,No,No,No,V7706
20171292,Multiple,No,No,No,V7707
20171292,Multiple,No,No,No,V7708
20173114,Single,No,No,No,V7709
20171199,Multiple,No,No,No,V7710
20171199,Multiple,No,No,No,V7711
20171199,Multiple,No,No,No,V7712
20173019,Single,No,No,No,V7713
20172100,Multiple,No,No,No,V7714
20172100,Multiple,No,No,No,V7715
20173181,Single,No,No,No,V7716
20173031,Single,No,No,No,V7717
20171022,Single,No,No,No,V7718
20173115,Single,No,No,No,V7719
20175027,Single,No,No,No,V7720
20171209,Single,No,No,No,V7721
20174041,Single,No,No,No,V7722
20177009,Single,No,No,No,V7723
20171279,Single,No,No,No,V7724
20172187,Single,No,No,No,V7725
20173053,Single,No,No,No,V7726
20173102,Single,No,No,No,V7727
20172052,Single,No,No,No,V7728
20171276,Single,No,No,No,V7729
20173132,Single,No,No,No,V7730
20175093,Single,No,No,No,V7731
20172180,Single,No,No,No,V7732
20172200,Single,No,No,No,V7733
20172043,Single,No,No,No,V7734
20172090,Single,No,No,No,V7735
20172087,Multiple,No,No,No,V7736
20172087,Multiple,No,No,No,V7737
20173133,Single,No,No,No,V7738
20173058,Single,No,No,No,V7739
20176010,Single,No,No,No,V7740
20171029,Single,No,No,No,V7741
20175101,Single,No,No,Yes,V7742
20171272,Single,No,No,No,V7743
20171005,Single,No,No,No,V7744
20171211,Single,No,No,No,V7745
20172125,Single,No,Yes,No,V7746
20171169,Single,No,No,No,V7747
20171133,Single,No,No,No,V7748
20174090,Single,No,No,No,V7749
20173024,Single,Yes,No,No,V7750
20173035,Multiple,No,No,No,V7751
20173035,Multiple,No,No,No,V7752
20171338,Single,Yes,No,No,V7753
20173121,Single,No,No,No,V7754
20173076,Single,Yes,No,No,V7755
20174060,Single,No,No,No,V7756
20172166,Single,Yes,No,Yes,V7757
20171224,Single,No,No,No,V7758
20173005,Single,No,No,No,V7759
20171282,Single,No,No,No,V7760
20171164,Single,Yes,No,No,V7761
20172143,Single,No,No,No,V7762
20174073,Single,No,No,No,V7763
20173173,Multiple,No,No,No,V7764
20173173,Multiple,No,No,No,V7765
20173038,Single,No,No,No,V7766
20173003,Single,No,No,No,V7767
20172184,Single,No,No,No,V7768
20173069,Single,No,No,No,V7769
20171254,Single,No,No,No,V7770
20175028,Single,No,No,No,V7771
20175102,Single,No,No,No,V7772
20172063,Multiple,No,No,No,V7773
20172063,Multiple,No,No,No,V7774
20171168,Single,No,No,No,V7775
20172188,Single,No,No,No,V7776
20172193,Single,No,No,No,V7777
20173203,Single,No,No,No,V7778
20175066,Single,No,No,No,V7779
20173052,Single,No,No,No,V7780
20171252,Multiple,No,No,Yes,V7781
20171252,Multiple,No,No,Yes,V7782
20174040,Single,No,No,No,V7783
20172171,Single,No,No,No,V7784
20173073,Single,No,No,No,V7785
20172109,Single,No,No,No,V7786
20175034,Single,No,No,No,V7787
20171250,Single,No,No,No,V7788
20172082,Single,No,No,No,V7789
20171086,Single,No,No,No,V7790
20171161,Single,No,No,No,V7791
20171047,Single,No,No,No,V7792
20171065,Single,No,No,No,V7793
20171281,Single,No,No,Yes,V7794
20174028,Single,No,No,No,V7795
20173014,Single,No,No,No,V7796
20174003,Single,No,No,No,V7797
20176017,Single,No,No,No,V7798
20173055,Single,No,No,No,V7799
20174087,Multiple,No,No,No,V7800
20174087,Multiple,No,No,No,V7801
20171082,Single,No,No,No,V7802
20171147,Single,No,No,No,V7803
20171170,Single,No,No,No,V7804
20173096,Single,No,No,No,V7805
20171319,Single,No,No,No,V7806
20172191,Single,No,No,No,V7807
20171150,Single,No,No,No,V7808
20173152,Single,No,No,No,V7809
20172168,Single,No,No,No,V7810
20171068,Single,No,No,No,V7811
20172066,Single,No,No,No,V7812
20173099,Single,No,Yes,No,V7813
20172111,Single,No,No,No,V7814
20174030,Single,No,No,No,V7815
20172217,Single,No,Yes,No,V7816
20173194,Multiple,No,No,No,V7817
20173194,Multiple,No,No,No,V7818
20171228,Single,No,No,No,V7819
20174093,Single,No,No,No,V7820
20172061,Single,No,No,No,V7821
20171341,Single,No,No,No,V7822
20171124,Single,No,No,No,V7823
20174059,Single,No,No,No,V7824
20174055,Single,No,No,No,V7825
20171214,Multiple,No,No,No,V7826
20171214,Multiple,No,No,No,V7827
20172018,Single,No,No,No,V7828
20173095,Single,No,No,No,V7829
20171322,Single,No,No,No,V7830
20175100,Multiple,No,No,No,V7831
20175100,Multiple,No,No,No,V7832
20175100,Multiple,No,No,No,V7833
20171111,Single,Yes,No,No,V7834
20173008,Single,No,No,No,V7835
20171218,Single,No,No,No,V7836
20171181,Single,No,No,No,V7837
20171321,Single,No,No,No,V7838
20171078,Single,No,No,No,V7839
20172201,Single,No,No,No,V7840
20175141,Single,No,No,No,V7841
20175094,Single,No,Yes,No,V7842
20173160,Single,Yes,No,No,V7843
20174013,Single,No,No,No,V7844
20173049,Single,Yes,No,No,V7845
20172211,Single,No,No,No,V7846
20171183,Single,No,No,No,V7847
20171346,Single,No,No,No,V7848
20172139,Single,Yes,No,No,V7849
20175138,Single,No,No,Yes,V7850
20171034,Single,No,No,No,V7851
20171012,Single,Yes,No,No,V7852
20174085,Single,No,No,No,V7853
20171067,Single,No,No,No,V7854
20171247,Single,No,No,No,V7855
20175047,Single,No,No,No,V7856
20176009,Single,No,No,No,V7857
20171316,Single,No,No,No,V7858
20173104,Single,No,No,No,V7859
20172223,Single,No,No,No,V7860
20172181,Single,No,No,No,V7861
20174072,Single,No,No,No,V7862
20174048,Single,No,No,No,V7863
20171337,Single,No,No,No,V7864
20171093,Single,No,No,No,V7865
20173142,Multiple,No,No,No,V7866
20173142,Multiple,No,No,No,V7867
20172025,Single,Yes,No,No,V7868
20175057,Single,No,No,No,V7869
20172083,Single,No,No,No,V7870
20172123,Single,Yes,No,No,V7871
20174050,Single,No,No,No,V7872
20175041,Single,No,No,No,V7873
20171142,Single,Yes,No,No,V7874
20171134,Single,Yes,No,No,V7875
20174057,Single,No,No,No,V7876
20171040,Single,No,No,No,V7877
20171213,Single,No,No,No,V7878
20171216,Single,No,No,No,V7879
20172040,Multiple,No,No,No,V7880
20172040,Multiple,No,No,No,V7881
20171298,Single,No,No,No,V7882
20174014,Single,No,No,No,V7883
20172070,Single,No,No,No,V7884
20171335,Single,No,No,No,V7885
20173199,Single,No,No,No,V7886
20174064,Single,No,No,Yes,V7887
20171307,Single,No,No,No,V7888
20175016,Single,No,No,No,V7889
20171230,Single,No,No,No,V7890
20172182,Single,No,No,No,V7891
20172185,Single,No,Yes,No,V7892
20172121,Single,No,No,No,V7893
20172005,Single,No,No,No,V7894
20174066,Single,No,No,No,V7895
20176024,Single,No,No,No,V7896
20171229,Single,No,No,Yes,V7897
20171071,Single,No,No,No,V7898
20172126,Single,No,No,Yes,V7899
20172238,Single,No,No,No,V7900
20173093,Single,No,No,No,V7901
20171219,Single,Yes,No,No,V7902
20174043,Single,No,No,No,V7903
20171289,Single,No,No,No,V7904
20173146,Single,No,No,No,V7905
20175133,Single,No,No,No,V7906
20171318,Single,No,No,Yes,V7907
20172144,Single,No,No,Yes,V7908
20175015,Single,No,No,No,V7909
20172233,Single,No,No,No,V7910
20174076,Single,Yes,No,No,V7911
20173084,Single,No,No,No,V7912
20176007,Single,No,No,No,V7913
20171087,Single,No,No,No,V7914
20171171,Single,No,No,No,V7915
20171144,Multiple,Yes,No,No,V7916
20171144,Multiple,Yes,No,No,V7917
20173220,Multiple,No,No,No,V7918
20173220,Multiple,No,No,No,V7919
20171227,Single,No,No,No,V7920
20172212,Single,No,No,No,V7921
20175127,Single,No,No,No,V7922
20171090,Single,No,No,No,V7923
20171157,Single,Yes,No,No,V7924
20173174,Single,No,No,No,V7925
20177006,Single,No,No,No,V7926
20173180,Single,No,No,No,V7927
20174037,Single,No,No,No,V7928
20171041,Single,No,No,No,V7929
20177023,Single,No,No,No,V7930
20173089,Single,No,No,No,V7931
20171001,Single,No,No,No,V7932
20171085,Single,No,No,No,V7933
20171113,Multiple,No,No,No,V7934
20171113,Multiple,No,No,No,V7935
20173070,Single,No,No,No,V7936
20172222,Single,No,No,No,V7937
20175009,Single,No,No,No,V7938
20173043,Single,No,No,No,V7939
20177019,Single,No,No,No,V7940
20171350,Single,No,No,No,V7941
20172113,Single,No,No,No,V7942
20174015,Single,No,No,No,V7943
20173144,Multiple,No,No,No,V7944
20173144,Multiple,No,No,No,V7945
20172106,Single,No,No,No,V7946
20171314,Single,No,No,No,V7947
20173165,Single,No,No,No,V7948
20172216,Single,No,No,No,V7949
20175074,Single,No,No,No,V7950
20171125,Multiple,No,No,Yes,V7951
20171125,Multiple,No,No,Yes,V7952
20173207,Single,No,No,No,V7953
20172189,Single,No,No,No,V7954
20172186,Single,No,No,Yes,V7955
20171333,Single,No,No,No,V7956
20171148,Single,No,No,No,V7957
20173079,Single,No,No,No,V7958
20174004,Single,No,No,No,V7959
20172084,Single,Yes,No,Yes,V7960
20173037,Single,No,No,Yes,V7961
20171110,Single,No,No,No,V7962
20171132,Single,No,No,No,V7963
20175031,Single,No,No,No,V7964
20172207,Single,No,No,No,V7965
20171173,Single,No,No,No,V7966
20173045,Single,No,No,No,V7967
20171056,Single,No,No,Yes,V7968
20174005,Single,No,No,No,V7969
20175081,Single,No,No,No,V7970
20171239,Single,No,No,No,V7971
20173153,Single,No,No,No,V7972
20173154,Single,No,No,No,V7973
20171050,Single,No,No,No,V7974
20171245,Single,No,No,No,V7975
20171189,Single,No,No,No,V7976
20172049,Single,No,No,No,V7977
20172122,Single,No,No,No,V7978
20174075,Single,No,No,No,V7979
20172010,Single,No,No,No,V7980
20173017,Multiple,No,No,No,V7981
20173017,Multiple,No,No,No,V7982
20173017,Multiple,No,No,No,V7983
20171037,Single,No,No,No,V7984
20171145,Multiple,Yes,No,No,V7985
20171145,Multiple,Yes,No,No,V7986
20175104,Single,No,No,No,V7987
20174027,Single,Yes,No,No,V7988
20171060,Single,No,No,No,V7989
20171294,Multiple,Yes,No,No,V7990
20171294,Multiple,Yes,No,No,V7991
20175113,Single,No,No,No,V7992
20173110,Multiple,No,No,No,V7993
20173110,Multiple,No,No,No,V7994
20173126,Single,No,No,Yes,V7995
20176029,Single,Yes,No,No,V7996
20171297,Single,No,No,No,V7997
20173056,Single,No,No,No,V7998
20177010,Single,No,No,No,V7999
20171039,Single,No,No,Yes,V8000
20172014,Single,Yes,No,No,V8001
20175011,Multiple,Yes,No,No,V8002
20175011,Multiple,Yes,No,No,V8003
20172009,Single,No,No,No,V8004
20173185,Single,No,No,No,V8005
20172065,Single,No,No,No,V8006
20175147,Single,No,No,No,V8007
20174002,Single,No,No,No,V8008
20174025,Single,Yes,No,No,V8009
20174009,Single,No,No,No,V8010
20175111,Single,No,No,No,V8011
20171109,Single,No,No,No,V8012
20175006,Single,No,No,No,V8013
20173016,Single,No,No,No,V8014
20171310,Single,No,No,No,V8015
20173129,Single,No,No,Yes,V8016
20173041,Single,No,No,No,V8017
20173090,Single,No,Yes,No,V8018
20171184,Single,No,No,No,V8019
20173023,Multiple,Yes,Yes,No,V8020
20173023,Multiple,Yes,Yes,No,V8021
20173023,Multiple,Yes,Yes,No,V8022
20171269,Single,No,Yes,No,V8023
20173012,Single,No,No,No,V8024
20175063,Single,Yes,No,Yes,V8025
20171051,Single,No,No,No,V8026
20173113,Single,No,No,No,V8027
20171253,Single,No,No,No,V8028
20174018,Single,No,No,No,V8029
20173026,Single,No,No,No,V8030
20174082,Single,No,No,No,V8031
20171007,Single,No,No,No,V8032
20173009,Single,No,No,No,V8033
20171296,Single,No,No,No,V8034
20172232,Single,No,No,No,V8035
20173085,Single,Yes,No,No,V8036
20173119,Single,No,No,No,V8037
20171226,Multiple,No,No,No,V8038
20171226,Multiple,No,No,No,V8039
20176014,Single,No,No,No,V8040
20172007,Single,No,No,No,V8041
20171305,Single,No,No,No,V8042
20171286,Single,No,No,No,V8043
20171342,Single,Yes,No,No,V8044
20177003,Multiple,No,No,No,V8045
20177003,Multiple,No,No,No,V8046
20171328,Single,No,No,No,V8047
20172024,Single,No,No,No,V8048
20171149,Single,No,No,No,V8049
20176026,Single,No,No,Yes,V8050
20172071,Single,No,No,No,V8051
20174020,Single,No,No,No,V8052
20173116,Single,No,No,No,V8053
20174010,Multiple,No,No,No,V8054
20174010,Multiple,No,No,No,V8055
20171202,Single,No,No,No,V8056
20171200,Single,Yes,No,No,V8057
20175091,Single,No,No,Yes,V8058
20176016,Single,No,Yes,No,V8059
20171246,Multiple,Yes,No,No,V8060
20171246,Multiple,Yes,No,No,V8061
20175061,Single,No,No,No,V8062
20171244,Single,No,No,No,V8063
20171063,Single,No,No,No,V8064
20172133,Single,No,No,No,V8065
20173138,Single,No,No,No,V8066
20172127,Single,No,No,No,V8067
20173065,Single,No,No,No,V8068
20176022,Single,No,No,No,V8069
20177011,Single,No,Yes,No,V8070
20172176,Multiple,No,Yes,No,V8071
20172176,Multiple,No,Yes,No,V8072
20172176,Multiple,No,Yes,No,V8073
20173195,Single,No,No,No,V8074
20175143,Single,No,No,No,V8075
20171158,Single,No,No,No,V8076
20171117,Single,No,No,No,V8077
20174024,Single,No,No,No,V8078
20173183,Single,No,No,No,V8079
20173081,Single,No,No,No,V8080
20172094,Single,No,No,No,V8081
20171143,Single,No,No,No,V8082
20171070,Single,No,No,Yes,V8083
20173082,Single,No,Yes,Yes,V8084
20171235,Single,No,No,No,V8085
20172050,Single,No,No,No,V8086
20171262,Single,No,No,No,V8087
20172078,Single,No,No,No,V8088
20173100,Single,No,No,No,V8089
20171017,Multiple,No,No,No,V8090
20171017,Multiple,No,No,No,V8091
20173226,Single,No,No,No,V8092
20177002,Single,No,No,No,V8093
20172042,Single,No,No,No,V8094
20171345,Single,No,No,No,V8095
20177025,Single,No,No,No,V8096
20171118,Single,No,No,No,V8097
20171166,Single,No,Yes,No,V8098
20175152,Single,No,No,Yes,V8099
20172155,Single,No,No,No,V8100
20172074,Single,No,No,No,V8101
20171240,Single,No,No,No,V8102
20173125,Single,No,No,No,V8103
20176003,Single,No,No,No,V8104
20173172,Single,No,No,No,V8105
20172199,Single,No,No,No,V8106
20171054,Single,Yes,No,No,V8107
20171196,Multiple,Yes,No,No,V8108
20171196,Multiple,Yes,No,No,V8109
20171196,Multiple,Yes,No,No,V8110
20175060,Single,No,No,No,V8111
20172081,Single,No,No,Yes,V8112
20173078,Single,No,No,No,V8113
20172196,Single,No,No,No,V8114
20172051,Single,No,No,No,V8115
20172141,Single,No,No,No,V8116
20173021,Single,No,No,No,V8117
20172237,Single,No,No,No,V8118
20172148,Single,No,No,No,V8119
20175110,Single,No,No,No,V8120
20173163,Single,No,No,No,V8121
20173027,Single,No,No,No,V8122
20171162,Multiple,Yes,No,No,V8123
20171162,Multiple,Yes,No,No,V8124
20173158,Single,No,No,No,V8125
20171194,Single,No,No,No,V8126
20171057,Single,No,No,No,V8127
20171106,Single,No,No,No,V8128
20176004,Single,No,No,No,V8129
20172206,Single,No,No,No,V8130
20173029,Single,No,No,No,V8131
20171081,Single,No,No,No,V8132
20171128,Single,No,No,No,V8133
20173098,Single,No,No,No,V8134
20171094,Single,No,Yes,No,V8135
20171221,Single,No,No,No,V8136
20172095,Single,No,No,No,V8137
20174033,Single,No,No,No,V8138
20171101,Single,No,No,No,V8139
20173189,Multiple,No,No,No,V8140
20173189,Multiple,No,No,No,V8141
20174063,Single,No,No,No,V8142
20172197,Multiple,No,No,No,V8143
20172197,Multiple,No,No,No,V8144
20173219,Single,No,No,No,V8145
20176018,Multiple,No,No,No,V8146
20176018,Multiple,No,No,No,V8147
20172118,Single,No,No,No,V8148
20171332,Single,No,No,No,V8149
20173074,Single,Yes,No,No,V8150
20171308,Multiple,No,No,No,V8151
20171308,Multiple,No,No,No,V8152
20173156,Single,No,No,Yes,V8153
20171129,Single,No,No,No,V8154
20172153,Single,No,No,No,V8155
20173108,Single,No,No,No,V8156
20171220,Single,Yes,No,Yes,V8157
20173066,Single,No,No,Yes,V8158
20174054,Single,No,No,No,V8159
20171267,Single,No,No,No,V8160
20172202,Single,No,No,No,V8161
20171174,Single,No,No,No,V8162
20173077,Single,No,No,No,V8163
20172208,Single,No,No,No,V8164
20173178,Single,No,No,Yes,V8165
20173177,Single,No,No,No,V8166
20176033,Single,No,No,No,V8167
20172158,Single,No,No,No,V8168
20171177,Single,Yes,No,No,V8169
20174008,Single,No,No,No,V8170
20173210,Single,No,No,No,V8171
20171284,Single,No,No,No,V8172
20173006,Single,No,No,No,V8173
20171140,Single,No,No,No,V8174
20171155,Single,No,No,No,V8175
20171233,Single,No,No,No,V8176
20171268,Single,No,No,No,V8177
20173201,Single,No,No,No,V8178
20171295,Single,No,No,No,V8179
20171201,Single,No,No,No,V8180
20171137,Single,No,No,Yes,V8181
20178004,Single,No,No,No,V8182
20174017,Single,No,No,No,V8183
20173208,Single,No,No,No,V8184
20173223,Single,No,No,No,V8185
20171172,Single,No,No,No,V8186
20172129,Single,No,No,No,V8187
20175099,Single,No,No,No,V8188
20173044,Single,No,No,No,V8189
20175096,Single,No,No,No,V8190
20172115,Single,No,No,No,V8191
20173155,Single,No,No,No,V8192
20172091,Single,No,No,No,V8193
20172072,Single,Yes,No,No,V8194
20172033,Single,No,No,Yes,V8195
20172031,Single,No,No,No,V8196
20175080,Single,No,No,No,V8197
20175005,Single,No,No,No,V8198
20172213,Single,No,No,Yes,V8199
20172165,Single,No,No,No,V8200
20172038,Single,No,No,No,V8201
20172135,Single,No,No,No,V8202
20175071,Single,No,No,No,V8203
20173147,Single,No,No,No,V8204
20171002,Multiple,No,No,No,V8205
20171002,Multiple,No,No,No,V8206
20171002,Multiple,No,No,No,V8207
20174016,Single,No,No,No,V8208
20173135,Multiple,No,No,No,V8209
20173135,Multiple,No,No,No,V8210
20172105,Single,No,Yes,No,V8211
20175049,Single,No,No,No,V8212
20175069,Single,No,No,No,V8213
20171126,Single,No,No,No,V8214
20172130,Single,No,No,No,V8215
20177005,Single,No,No,No,V8216
20171167,Single,No,No,No,V8217
20175116,Single,No,No,No,V8218
20171222,Single,No,No,No,V8219
20171016,Single,No,No,No,V8220
20171059,Single,No,No,No,V8221
20172178,Single,No,No,No,V8222
20171270,Single,No,No,No,V8223
20175025,Single,No,No,No,V8224
20171027,Single,No,No,No,V8225
20175114,Single,No,No,No,V8226
20175092,Multiple,No,No,No,V8227
20175092,Multiple,No,No,No,V8228
20175136,Single,No,Yes,No,V8229
20173046,Single,No,No,No,V8230
20173227,Single,No,No,No,V8231
20171095,Single,No,No,No,V8232
20175085,Single,No,No,No,V8233
20177022,Single,No,No,No,V8234
20172192,Single,No,No,No,V8235
20171036,Single,No,No,No,V8236
20173205,Single,No,No,No,V8237
20173034,Single,No,No,No,V8238
20171076,Single,Yes,No,No,V8239
20172029,Multiple,No,No,No,V8240
20172029,Multiple,No,No,No,V8241
20172209,Single,No,No,No,V8242
20176025,Single,No,No,No,V8243
20172086,Single,Yes,No,No,V8244
20172150,Single,No,No,No,V8245
20171263,Single,No,No,No,V8246
20171285,Single,No,No,No,V8247
20175108,Single,No,No,No,V8248
20171102,Single,No,No,No,V8249
20177026,Single,No,No,No,V8250
20171290,Single,No,No,No,V8251
20173002,Single,No,No,No,V8252
20175135,Single,No,No,Yes,V8253
20172085,Single,No,No,No,V8254
20172032,Single,No,No,No,V8255
20171325,Single,No,No,No,V8256
20171045,Single,Yes,No,No,V8257
20172075,Single,No,No,No,V8258
20171021,Multiple,Yes,No,No,V8259
20171021,Multiple,Yes,No,No,V8260
20175030,Single,No,No,No,V8261
20174080,Single,No,No,No,V8262
20174029,Single,No,No,Yes,V8263
20172227,Single,No,No,No,V8264
20172159,Single,No,No,No,V8265
20172096,Single,No,No,No,V8266
20171260,Single,No,No,No,V8267
20171300,Single,No,No,No,V8268
20173025,Single,No,No,No,V8269
20174077,Single,No,No,No,V8270
20174047,Multiple,No,No,No,V8271
20174047,Multiple,No,No,No,V8272
20171004,Single,No,No,No,V8273
20171265,Single,No,No,Yes,V8274
20171075,Single,No,Yes,No,V8275
20171258,Single,No,No,No,V8276
20171031,Single,No,No,No,V8277
20173057,Single,No,No,No,V8278
20171255,Single,No,No,Yes,V8279
20172058,Single,No,No,No,V8280
20174036,Single,No,No,No,V8281
20171014,Single,No,No,Yes,V8282
20172016,Multiple,No,No,No,V8283
20172016,Multiple,No,No,No,V8284
20171304,Single,No,No,No,V8285
20172117,Single,No,No,No,V8286
20174044,Single,No,No,No,V8287
20175103,Single,No,No,No,V8288
20172062,Single,No,No,No,V8289
20172219,Single,No,No,No,V8290
20171098,Multiple,Yes,No,No,V8291
20171098,Multiple,Yes,No,No,V8292
20178001,Single,No,No,No,V8293
20172119,Single,Yes,No,No,V8294
20171023,Single,No,Yes,No,V8295
20172228,Single,Yes,No,No,V8296
20171238,Single,No,No,No,V8297
20175120,Single,Yes,No,No,V8298
20173112,Single,No,No,Yes,V8299
20175125,Single,No,No,No,V8300
20172152,Single,No,No,No,V8301
20173221,Single,No,No,No,V8302
20171231,Single,No,No,No,V8303
20172164,Single,No,No,No,V8304
20172221,Single,Yes,No,No,V8305
20174089,Single,No,No,No,V8306
20177017,Single,No,No,No,V8307
20173136,Single,No,No,No,V8308
20171044,Single,No,No,Yes,V8309
20173001,Single,No,No,No,V8310
20173164,Single,No,No,No,V8311
20175105,Single,No,No,No,V8312
20171187,Single,No,No,No,V8313
20171092,Single,No,No,No,V8314
20173192,Single,Yes,No,No,V8315
20172240,Single,No,No,No,V8316
20173167,Single,No,No,No,V8317
20174092,Single,No,No,No,V8318
20173187,Single,No,No,No,V8319
20172035,Single,No,No,No,V8320
20174011,Single,No,No,No,V8321
20172177,Single,No,No,No,V8322
20173168,Single,No,No,No,V8323
20171329,Single,No,No,No,V8324
20172205,Single,No,No,No,V8325
20171259,Single,No,No,No,V8326
20176020,Single,No,No,No,V8327
20171104,Single,No,No,No,V8328
20171299,Multiple,No,No,No,V8329
20171299,Multiple,No,No,No,V8330
20172110,Single,No,No,No,V8331
20172210,Single,No,No,No,V8332
20173111,Single,No,No,No,V8333
20171205,Single,No,No,No,V8334
20171241,Single,No,No,No,V8335
20175042,Single,No,No,No,V8336
20173033,Single,No,No,No,V8337
20175112,Single,No,No,No,V8338
20172142,Single,Yes,No,No,V8339
20171138,Single,No,No,No,V8340
20173087,Single,No,Yes,No,V8341
20176005,Single,No,No,No,V8342
20172108,Single,No,No,No,V8343
20171108,Single,Yes,No,No,V8344
20174091,Single,Yes,No,No,V8345
20175109,Single,No,No,No,V8346
20172015,Single,No,No,Yes,V8347
20173088,Single,Yes,No,No,V8348
20171215,Single,No,No,No,V8349
20171293,Single,No,No,No,V8350
20175077,Single,No,No,No,V8351
20174062,Single,No,No,No,V8352
20175106,Single,No,No,No,V8353
20177018,Single,No,No,No,V8354
20172114,Single,No,No,No,V8355
20176034,Single,No,No,No,V8356
20171141,Multiple,No,No,No,V8357
20171141,Multiple,No,No,No,V8358
20175018,Single,No,No,No,V8359
20172162,Single,No,No,No,V8360
20172131,Single,No,No,No,V8361
20171291,Single,No,No,No,V8362
20174081,Single,No,No,No,V8363
20172030,Single,No,No,No,V8364
20175148,Single,No,No,No,V8365
20175137,Single,No,No,No,V8366
20174079,Single,No,No,No,V8367
20171015,Single,No,No,No,V8368
20173071,Single,No,No,No,V8369
20175115,Single,No,No,No,V8370
20171099,Single,No,No,No,V8371
20171217,Single,No,No,No,V8372
20171317,Single,No,No,No,V8373
20175039,Single,No,No,No,V8374
20171301,Single,Yes,No,No,V8375
20171033,Single,No,No,No,V8376
20174065,Single,No,No,No,V8377
20171210,Single,Yes,No,No,V8378
20173106,Single,No,No,No,V8379
20172055,Single,No,No,No,V8380
20171303,Single,No,No,No,V8381
20175023,Single,No,No,No,V8382
20171114,Single,No,No,Yes,V8383
20175003,Single,No,No,Yes,V8384
20174056,Single,Yes,No,No,V8385
20175032,Single,No,No,No,V8386
20172179,Single,No,No,Yes,V8387
20171256,Single,No,No,No,V8388
20173159,Single,No,No,No,V8389
20173067,Single,No,No,No,V8390
20172036,Single,No,No,No,V8391
20173170,Single,No,Yes,No,V8392
20172138,Single,No,No,No,V8393
20172097,Single,No,No,No,V8394
20172140,Single,No,No,No,V8395
20173063,Single,No,No,No,V8396
20172214,Single,No,No,No,V8397
20178005,Single,No,No,No,V8398
20176030,Single,No,No,Yes,V8399
20171348,Single,No,No,No,V8400
20172239,Single,No,No,No,V8401
20174071,Single,No,No,No,V8402
20177016,Multiple,No,No,No,V8403
20177016,Multiple,No,No,No,V8404
20173206,Multiple,No,No,No,V8405
20173206,Multiple,No,No,No,V8406
20171080,Single,Yes,No,No,V8407
20173151,Single,No,No,No,V8408
20172080,Single,No,No,No,V8409
20175134,Single,No,No,No,V8410
20175149,Single,No,No,No,V8411
20173198,Single,No,No,No,V8412
20171003,Single,No,No,No,V8413
20177013,Single,No,No,No,V8414
20173176,Single,No,No,No,V8415
20173094,Single,No,No,No,V8416
20171013,Single,No,No,No,V8417
20172156,Single,No,No,No,V8418
20171312,Single,No,No,No,V8419
20173051,Single,No,No,No,V8420
20174001,Single,No,No,No,V8421
20172060,Single,No,No,Yes,V8422
20172161,Single,No,No,No,V8423
20171176,Single,No,No,No,V8424
20172021,Single,No,No,No,V8425
20173036,Single,No,No,No,V8426
20171288,Single,No,No,No,V8427
20171153,Single,No,No,Yes,V8428
20171112,Single,No,No,No,V8429
20171349,Single,No,No,No,V8430
20172112,Single,No,No,No,V8431
20173039,Single,Yes,No,No,V8432
20171190,Single,No,No,Yes,V8433
20172170,Single,Yes,No,No,V8434
20173032,Single,No,Yes,No,V8435
20173224,Single,No,No,No,V8436
20171225,Single,No,No,No,V8437
20174052,Single,No,No,No,V8438
20172173,Single,No,No,No,V8439
20173101,Single,No,No,No,V8440
20173064,Single,Yes,No,No,V8441
20171120,Single,Yes,No,No,V8442
20172077,Single,No,No,No,V8443
20172101,Single,No,No,No,V8444
20171251,Single,Yes,No,No,V8445
20174039,Single,No,No,Yes,V8446
20172190,Single,No,No,No,V8447
20171130,Single,Yes,No,No,V8448
20171331,Single,No,No,No,V8449
20174022,Multiple,No,No,No,V8450
