crash_id,sa4_name
20195056,Perth - South East
20194085,Adelaide - West
20193067,Darling Downs - Maranoa
20193074,Darling Downs - Maranoa
20192008,Shepparton
20193105,Townsville
20191329,Sydney - Inner West
20191016,Sydney - Inner West
20193118,Brisbane - North
20191015,Mid North Coast
20192062,North West
20193049,Brisbane - South
20195013,Perth - South East
20193078,Darling Downs - Maranoa
20192207,Hume
20191168,New England and North West
20191102,Sydney - City and Inner South
20191279,Far West and Orana
20195140,Perth - South West
20194096,South Australia - South East
20192083,Melbourne - Inner
20193116,Ipswich
20193150,Gold Coast
20193186,Gold Coast
20193010,Cairns
20191246,New England and North West
20192049,Hume
20191093,Capital Region
20193036,Wide Bay
20196019,South East
20194089,South Australia - Outback
20195070,Western Australia - Outback (North)
20193088,Wide Bay
20191163,Riverina
20191110,Southern Highlands and Shoalhaven
20192144,Melbourne - West
20193166,Darling Downs - Maranoa
20192138,Melbourne - Inner
20193147,Queensland - Outback
20197019,Northern Territory - Outback
20193135,Moreton Bay - North
20192209,Melbourne - Inner
20192031,Bendigo
20193126,Moreton Bay - North
20193021,Moreton Bay - North
20192053,Melbourne - South East
20192156,Melbourne - Outer East
20191309,Murray
20194065,Adelaide - North
20195097,Western Australia - Wheat Belt
20191293,Southern Highlands and Shoalhaven
20191216,Far West and Orana
20195127,Perth - South East
20191326,Central West
20191254,Sydney - Inner South West
20192011,Melbourne - Inner South
20191189,Mid North Coast
20193008,Brisbane - North
20191111,Riverina
20194018,South Australia - Outback
20193024,Wide Bay
20193016,Sunshine Coast
20195086,Western Australia - Outback (North)
20195144,Western Australia - Outback (South)
20191064,Newcastle and Lake Macquarie
20193152,Central Queensland
20191085,Southern Highlands and Shoalhaven
20191186,Sydney - Blacktown
20193027,Ipswich
20192014,Melbourne - West
20196001,South East
20193072,Queensland - Outback
20191149,Hunter Valley exc Newcastle
20192056,Melbourne - South East
20195147,Perth - Inner
20193084,Queensland - Outback
20193001,Central Queensland
20191114,Coffs Harbour - Grafton
20191156,Far West and Orana
20195125,Perth - North West
20191090,Coffs Harbour - Grafton
20195094,Western Australia - Outback (North)
20191206,Sydney - South West
20191029,Sydney - Inner South West
20194054,Adelaide - Central and Hills
20194047,Adelaide - North
20194101,South Australia - South East
20191164,Capital Region
20191269,Southern Highlands and Shoalhaven
20193162,Darling Downs - Maranoa
20192150,Melbourne - South East
20193142,Mackay - Isaac - Whitsunday
20191034,Sydney - Inner South West
20192128,Melbourne - South East
20197008,Northern Territory - Outback
20191097,Newcastle and Lake Macquarie
20191244,Hunter Valley exc Newcastle
20191228,Newcastle and Lake Macquarie
20194083,Adelaide - South
20195092,Bunbury
20191311,Richmond - Tweed
20193025,Ipswich
20195003,Western Australia - Wheat Belt
20195059,Perth - Inner
20191268,Illawarra
20191278,Newcastle and Lake Macquarie
20193022,Cairns
20195112,Bunbury
20195042,Bunbury
20191320,Southern Highlands and Shoalhaven
20195037,Perth - North East
20192090,Melbourne - North West
20191070,Mid North Coast
20197001,Northern Territory - Outback
20191095,Central Coast
20193106,Queensland - Outback
20193028,Ipswich
20196017,South East
20192022,Melbourne - Inner East
20192121,Melbourne - Inner East
20193039,Toowoomba
20193076,Wide Bay
20195150,Perth - North West
20192071,Melbourne - West
20191302,Sydney - Northern Beaches
20196006,West and North West
20191165,Hunter Valley exc Newcastle
20194106,South Australia - South East
20195031,Bunbury
20193018,Central Queensland
20194039,South Australia - South East
20191160,Coffs Harbour - Grafton
20192074,Melbourne - Outer East
20193136,Brisbane - North
20191301,Sydney - South West
20192244,Mornington Peninsula
20191124,Mid North Coast
20191058,Capital Region
20194021,South Australia - Outback
20192064,Ballarat
20195108,Perth - South East
20193034,Cairns
20191086,Sydney - Northern Beaches
20196013,West and North West
20194015,South Australia - South East
20193155,Brisbane - East
20194012,Barossa - Yorke - Mid North
20192210,Melbourne - West
20192154,Melbourne - Outer East
20191083,Sydney - North Sydney and Hornsby
20193189,Queensland - Outback
20192063,Melbourne - South East
20191317,Central Coast
20193163,Ipswich
20191144,Capital Region
20195068,Western Australia - Outback (South)
20193164,Moreton Bay - South
20191327,Sydney - Blacktown
20193092,Townsville
20191272,Murray
20191310,Sydney - Parramatta
20192092,Shepparton
20191081,Mid North Coast
20191143,Hunter Valley exc Newcastle
20192030,North West
20192089,Melbourne - North West
20192034,Geelong
20193070,Sunshine Coast
20193044,Darling Downs - Maranoa
20193169,Ipswich
20197015,Northern Territory - Outback
20195020,Western Australia - Outback (South)
20191131,Sydney - Inner South West
20191255,Central Coast
20195039,Perth - Inner
20194064,Adelaide - North
20195001,Bunbury
20191009,Sydney - Parramatta
20195005,Western Australia - Wheat Belt
20197026,Darwin
20197025,Darwin
20192054,Latrobe - Gippsland
20191197,Sydney - Eastern Suburbs
20195101,Western Australia - Wheat Belt
20194087,South Australia - South East
20193043,Ipswich
20192002,Melbourne - West
20194034,South Australia - South East
20192181,Ballarat
20193143,Ipswich
20195141,Mandurah
20191013,Newcastle and Lake Macquarie
20195107,Western Australia - Wheat Belt
20191137,Murray
20194100,Adelaide - South
20191218,Sydney - Outer South West
20192184,Melbourne - Inner
20192188,Bendigo
20191178,Illawarra
20194052,South Australia - South East
20191297,Sydney - Blacktown
20191146,Riverina
20191030,Capital Region
20194107,South Australia - Outback
20196008,West and North West
20191184,Central West
20191300,Murray
20194006,Adelaide - West
20195132,Perth - Inner
20193101,Moreton Bay - South
20194024,Barossa - Yorke - Mid North
20193125,Townsville
20195033,Bunbury
20192204,Melbourne - South East
20192065,Melbourne - South East
20195117,Perth - South East
20195126,Western Australia - Outback (North)
20192231,North West
20195021,Western Australia - Outback (South)
20191298,Coffs Harbour - Grafton
20192199,North West
20193030,Darling Downs - Maranoa
20195131,Perth - South West
20195058,Western Australia - Wheat Belt
20195022,Perth - North East
20191051,Richmond - Tweed
20191077,Southern Highlands and Shoalhaven
20194060,South Australia - South East
20192123,Melbourne - South East
20192006,Melbourne - South East
20194049,Barossa - Yorke - Mid North
20194088,Adelaide - South
20192010,Hume
20192243,Hume
20191126,Richmond - Tweed
20191280,Southern Highlands and Shoalhaven
20193002,Queensland - Outback
20193057,Townsville
20192201,Bendigo
20192115,Bendigo
20193138,Wide Bay
20191208,Coffs Harbour - Grafton
20195041,Mandurah
20192111,Melbourne - West
20191019,New England and North West
20193172,Gold Coast
20193094,Central Queensland
20195148,Western Australia - Wheat Belt
20195066,Perth - North East
20191205,Illawarra
20193141,Darling Downs - Maranoa
20192075,Shepparton
20192218,Ballarat
20197014,Northern Territory - Outback
20192234,Melbourne - South East
20191243,Sydney - Inner West
20191237,Newcastle and Lake Macquarie
20191082,Hunter Valley exc Newcastle
20193185,Townsville
20197017,Northern Territory - Outback
20191328,Richmond - Tweed
20196009,West and North West
20196020,West and North West
20191315,Capital Region
20193065,Cairns
20195045,Bunbury
20191289,Coffs Harbour - Grafton
20195057,Perth - North East
20198005,Australian Capital Territory
20191236,Capital Region
20192100,Mornington Peninsula
20191235,Riverina
20195015,Western Australia - Outback (North)
20195103,Perth - North East
20191194,Richmond - Tweed
20192166,Melbourne - South East
20193020,Logan - Beaudesert
20191011,Sydney - Blacktown
20194023,Adelaide - South
20195134,Western Australia - Wheat Belt
20193061,Wide Bay
20192193,Warrnambool and South West
20193160,Darling Downs - Maranoa
20192240,Melbourne - Outer East
20195130,Bunbury
20192088,Geelong
20191109,Far West and Orana
20191318,Newcastle and Lake Macquarie
20194094,South Australia - Outback
20192116,North West
20191008,Central West
20194066,South Australia - South East
20192035,Mornington Peninsula
20191253,Sydney - Outer South West
20192099,Latrobe - Gippsland
20196014,South East
20193121,Wide Bay
20194069,South Australia - South East
20192211,Melbourne - West
20192113,North West
20191217,Sydney - North Sydney and Hornsby
20192140,Mornington Peninsula
20193195,Logan - Beaudesert
20191173,Illawarra
20194007,South Australia - Outback
20195114,Western Australia - Wheat Belt
20192191,Latrobe - Gippsland
20194016,South Australia - South East
20192126,Melbourne - Inner South
20195049,Western Australia - Outback (North)
20195025,Perth - Inner
20193007,Gold Coast
20192143,Hume
20192032,Geelong
20192086,Melbourne - Outer East
20194078,South Australia - South East
20191027,Sydney - Parramatta
20192013,Melbourne - West
20195055,Western Australia - Wheat Belt
20193095,Brisbane Inner City
20192175,North West
20191219,New England and North West
20193031,Moreton Bay - South
20194037,South Australia - South East
20192248,North West
20192050,Ballarat
20194026,South Australia - South East
20192105,Geelong
20196027,Launceston and North East
20191049,Sydney - Inner West
20193192,Sunshine Coast
20193059,Moreton Bay - South
20194103,Adelaide - South
20191056,Sydney - Parramatta
20192246,Melbourne - Inner South
20193066,Gold Coast
20191140,Sydney - North Sydney and Hornsby
20194082,Barossa - Yorke - Mid North
20193170,Wide Bay
20191091,Sydney - Outer South West
20195109,Mandurah
20191134,Illawarra
20194031,South Australia - South East
20195128,Western Australia - Outback (North)
20191325,Capital Region
20195129,Perth - South East
20192215,Melbourne - South East
20193196,Darling Downs - Maranoa
20193112,Darling Downs - Maranoa
20192133,Melbourne - Inner South
20191001,Riverina
20193012,Wide Bay
20191198,Sydney - Parramatta
20191121,Hunter Valley exc Newcastle
20193174,Wide Bay
20197027,Darwin
20192163,Melbourne - North West
20192094,Warrnambool and South West
20193104,Wide Bay
20191130,Central West
20193051,Moreton Bay - North
20191304,Central West
20195007,Perth - North East
20192122,Melbourne - South East
20193019,Cairns
20192095,Melbourne - West
20197028,Darwin
20194058,South Australia - Outback
20192236,Mornington Peninsula
20193037,Gold Coast
20192024,Mornington Peninsula
20193181,Brisbane Inner City
20192059,Melbourne - North West
20192001,North West
20194102,South Australia - South East
20192109,North West
20197005,Darwin
20194105,South Australia - South East
20191252,Sydney - Ryde
20193109,Queensland - Outback
20194005,South Australia - Outback
20195053,Western Australia - Wheat Belt
20191142,Sydney - Ryde
20195077,Western Australia - Wheat Belt
20194081,South Australia - South East
20192068,Melbourne - West
20191052,Newcastle and Lake Macquarie
20195136,Perth - South East
20193026,Darling Downs - Maranoa
20195006,Perth - South East
20192085,Melbourne - South East
20192101,Latrobe - Gippsland
20191227,Capital Region
20191017,Sydney - Inner West
20192232,Mornington Peninsula
20192235,Bendigo
20193107,Moreton Bay - North
20191188,Richmond - Tweed
20192108,Melbourne - North East
20192125,Melbourne - Inner
20196015,Launceston and North East
20194046,South Australia - South East
20194091,South Australia - South East
20194010,Barossa - Yorke - Mid North
20193144,Logan - Beaudesert
20195088,Bunbury
20194071,Adelaide - Central and Hills
20195087,Bunbury
20192067,Hume
20191319,Sydney - North Sydney and Hornsby
20197023,Northern Territory - Outback
20191041,Far West and Orana
20193100,Wide Bay
20195090,Perth - North West
20191024,Sydney - Outer West and Blue Mountains
20195040,Perth - North East
20195036,Perth - South West
20192015,Melbourne - South East
20192169,Bendigo
20191084,Mid North Coast
20191103,Capital Region
20193111,Townsville
20195004,Perth - Inner
20192177,North West
20191042,Sydney - Inner South West
20195145,Western Australia - Wheat Belt
20196018,South East
20193033,Toowoomba
20192230,Melbourne - Outer East
20191002,Central West
20192080,Melbourne - South East
20192139,Shepparton
20191118,Sydney - Inner South West
20191179,New England and North West
20191226,New England and North West
20191264,Sydney - Inner West
20193122,Ipswich
20192036,Ballarat
20191031,Central West
20191247,Hunter Valley exc Newcastle
20191284,Newcastle and Lake Macquarie
20193093,Queensland - Outback
20191080,Sydney - Parramatta
20196026,Hobart
20191138,Capital Region
20192098,Mornington Peninsula
20191234,Capital Region
20194019,South Australia - South East
20197006,Darwin
20195044,Western Australia - Wheat Belt
20193131,Central Queensland
20193157,Central Queensland
20192194,Latrobe - Gippsland
20191221,Sydney - South West
20191239,Capital Region
20195093,Bunbury
20191062,Sydney - South West
20192225,Melbourne - Inner East
20192069,Melbourne - North West
20192222,Melbourne - North East
20195054,Western Australia - Wheat Belt
20191147,Sydney - North Sydney and Hornsby
20191059,Sydney - Northern Beaches
20193055,Brisbane - East
20193038,Ipswich
20191185,Capital Region
20191157,Sydney - Blacktown
20194033,Barossa - Yorke - Mid North
20192055,Melbourne - Outer East
20193184,Mackay - Isaac - Whitsunday
20191033,Richmond - Tweed
20195008,Western Australia - Wheat Belt
20191094,Hunter Valley exc Newcastle
20192192,Warrnambool and South West
20192110,Ballarat
20196012,Launceston and North East
20192153,Melbourne - North West
20193175,Brisbane - South
20192167,North West
20193068,Ipswich
20197002,Northern Territory - Outback
20192061,North West
20193050,Cairns
20193133,Central Queensland
20191010,Hunter Valley exc Newcastle
20193149,Cairns
20194028,Barossa - Yorke - Mid North
20191018,Far West and Orana
20196028,Launceston and North East
20191180,Sydney - North Sydney and Hornsby
20191166,Central West
20192242,Melbourne - North West
20191286,Far West and Orana
20191275,Coffs Harbour - Grafton
20193011,Darling Downs - Maranoa
20191231,Sydney - Parramatta
20194040,Adelaide - South
20195083,Mandurah
20191238,Far West and Orana
20195076,Perth - North West
20191211,Sydney - City and Inner South
20192187,Melbourne - South East
20191122,Newcastle and Lake Macquarie
20193165,Central Queensland
20192114,Geelong
20192066,Ballarat
20191152,Richmond - Tweed
20194090,Adelaide - Central and Hills
20192119,Geelong
20195082,Western Australia - Outback (South)
20192183,Ballarat
20193005,Queensland - Outback
20191161,Central West
20195115,Mandurah
20195143,Perth - South East
20192117,Melbourne - North West
20196004,South East
20191306,Central West
20192005,Melbourne - Inner South
20191267,Murray
20192212,Melbourne - Outer East
20194001,Adelaide - North
20195096,Perth - South East
20193082,Sunshine Coast
20191196,Murray
20193035,Brisbane Inner City
20191224,Sydney - City and Inner South
20191249,Sydney - Outer South West
20194041,South Australia - South East
20195024,Western Australia - Wheat Belt
20192041,Shepparton
20191270,Sydney - Outer South West
20191032,Murray
20193108,Cairns
20191014,Coffs Harbour - Grafton
20191022,Mid North Coast
20194056,South Australia - South East
20193110,Queensland - Outback
20193079,Townsville
20191266,New England and North West
20191242,Riverina
20192120,North West
20194002,South Australia - South East
20191201,Sydney - Inner South West
20194073,Adelaide - South
20195047,Perth - North West
20193182,Darling Downs - Maranoa
20191294,Capital Region
20194045,South Australia - Outback
20191068,New England and North West
20194062,Adelaide - Central and Hills
20191245,Newcastle and Lake Macquarie
20196024,Hobart
20194004,South Australia - Outback
20191108,Mid North Coast
20191225,Sydney - Eastern Suburbs
20191104,Richmond - Tweed
20195133,Perth - North West
20196025,West and North West
20191135,Riverina
20195012,Perth - North West
20195152,Bunbury
20191067,Sydney - Ryde
20192134,Bendigo
20193193,Moreton Bay - North
20193140,Central Queensland
20192051,North West
20197011,Darwin
20192093,Melbourne - Inner
20191145,Sydney - Eastern Suburbs
20192146,Mornington Peninsula
20194099,Adelaide - Central and Hills
20191155,Sydney - South West
20192196,Melbourne - West
20195151,Bunbury
20192046,Latrobe - Gippsland
20192159,Melbourne - North East
20192221,Warrnambool and South West
20193041,Gold Coast
20191123,Capital Region
20195065,Mandurah
20192017,Melbourne - Outer East
20192135,Melbourne - South East
20192018,Warrnambool and South West
20191258,Sydney - Parramatta
20191106,Sydney - Sutherland
20191050,Richmond - Tweed
20193081,Townsville
20191037,New England and North West
20191107,Central Coast
20191290,Illawarra
20192185,Latrobe - Gippsland
20193156,Mackay - Isaac - Whitsunday
20192044,Melbourne - Outer East
20191314,Central West
20191100,Sydney - Parramatta
20191047,Hunter Valley exc Newcastle
20192160,Geelong
20192012,Melbourne - West
20195048,Perth - South East
20191159,Hunter Valley exc Newcastle
20194044,Adelaide - Central and Hills
20193003,Central Queensland
20191220,New England and North West
20192037,Melbourne - Outer East
20191192,Illawarra
20193171,Central Queensland
20195123,Mandurah
20195072,Western Australia - Outback (North)
20191005,Coffs Harbour - Grafton
20192189,Hume
20191210,Sydney - Inner South West
20191172,Sydney - Outer South West
20192058,Warrnambool and South West
20192043,Melbourne - Outer East
20192200,Melbourne - North East
20193091,Cairns
20195138,Bunbury
20196022,Launceston and North East
20191271,Richmond - Tweed
20193014,Gold Coast
20195050,Western Australia - Wheat Belt
20192033,Geelong
20191241,Richmond - Tweed
20195034,Perth - Inner
20191182,Sydney - Eastern Suburbs
20196029,West and North West
20192023,Geelong
20191181,Central Coast
20191025,Coffs Harbour - Grafton
20191021,Murray
20192103,North West
20192040,Melbourne - South East
20194017,Barossa - Yorke - Mid North
20192220,Melbourne - North West
20192148,Shepparton
20195002,Western Australia - Wheat Belt
20192178,Latrobe - Gippsland
20192097,Bendigo
20193075,Cairns
20192202,Ballarat
20195110,Western Australia - Outback (South)
20195118,Western Australia - Outback (North)
20192007,Geelong
20191204,Coffs Harbour - Grafton
20195102,Western Australia - Outback (South)
20194057,Adelaide - North
20195062,Perth - South East
20195085,Bunbury
20192076,Ballarat
20192079,Melbourne - West
20195046,Western Australia - Wheat Belt
20193086,Wide Bay
20198003,Australian Capital Territory
20192190,Hume
20191153,Central Coast
20192195,Hume
20195010,Western Australia - Outback (North)
20195146,Bunbury
20191251,Hunter Valley exc Newcastle
20193158,Wide Bay
20192009,North West
20192161,Geelong
20194074,Barossa - Yorke - Mid North
20191046,Mid North Coast
20195078,Perth - South West
20193191,Darling Downs - Maranoa
20191053,Sydney - Inner South West
20191299,New England and North West
20194009,Adelaide - North
20195014,Western Australia - Outback (South)
20193087,Townsville
20197007,Darwin
20191265,Mid North Coast
20191174,Capital Region
20195075,Perth - South East
20191079,Capital Region
20194093,Adelaide - North
20191074,Far West and Orana
20191069,Sydney - Sutherland
20192198,Latrobe - Gippsland
20191308,Coffs Harbour - Grafton
20197009,Northern Territory - Outback
20195011,Perth - South East
20193120,Moreton Bay - North
20193063,Darling Downs - Maranoa
20193054,Ipswich
20191139,Sydney - South West
20192106,Shepparton
20191292,Central West
20192241,Melbourne - North East
20194109,South Australia - South East
20194095,Adelaide - North
20194035,Adelaide - West
20191038,Hunter Valley exc Newcastle
20192179,Melbourne - North East
20192132,Shepparton
20191295,Riverina
20195028,Western Australia - Outback (South)
20192168,Warrnambool and South West
20191129,Coffs Harbour - Grafton
20193077,Wide Bay
20193128,Gold Coast
20192136,Shepparton
20191054,Central West
20194070,South Australia - South East
20195030,Perth - North East
20192042,Ballarat
20197012,Northern Territory - Outback
20191065,New England and North West
20192145,Melbourne - Inner East
20191003,Sydney - Outer South West
20197022,Darwin
20192180,Shepparton
20194043,Adelaide - Central and Hills
20192025,Melbourne - West
20191288,Illawarra
20197004,Northern Territory - Outback
20192057,North West
20191055,Richmond - Tweed
20196007,Hobart
20191177,Central Coast
20194063,Adelaide - North
20193190,Darling Downs - Maranoa
20195113,Perth - South East
20194075,Adelaide - North
20191323,Mid North Coast
20191190,New England and North West
20191036,Capital Region
20191040,Sydney - Baulkham Hills and Hawkesbury
20195071,Bunbury
20192124,Melbourne - West
20191045,Far West and Orana
20195095,Western Australia - Outback (South)
20195111,Bunbury
20194036,Adelaide - West
20191259,Mid North Coast
20191316,Sydney - Blacktown
20192081,Melbourne - Outer East
20194108,Adelaide - West
20194027,South Australia - South East
20191044,Far West and Orana
20193058,Wide Bay
20191233,Central West
20192141,Warrnambool and South West
20193062,Ipswich
20193047,Brisbane - South
20191187,Mid North Coast
20181309,Central West
20184025,Adelaide - North
20183053,Cairns
20181079,Far West and Orana
20184009,Barossa - Yorke - Mid North
20183089,Gold Coast
20181062,Richmond - Tweed
20181110,Sydney - Outer South West
20181038,Murray
20181264,Riverina
20183091,Queensland - Outback
20181203,New England and North West
20185100,Bunbury
20182022,Melbourne - South East
20183039,Sunshine Coast
20182113,Bendigo
20182017,Mornington Peninsula
20184050,South Australia - South East
20183154,Mackay - Isaac - Whitsunday
20181166,New England and North West
20187028,Northern Territory - Outback
20183059,Ipswich
20182094,North West
20183043,Townsville
20182049,Ballarat
20183149,Sunshine Coast
20182155,Warrnambool and South West
20182073,Geelong
20184027,Adelaide - South
20181276,Sydney - South West
20181231,Riverina
20185114,Western Australia - Wheat Belt
20181105,Hunter Valley exc Newcastle
20183159,Central Queensland
20186030,Launceston and North East
20181243,Murray
20182199,Ballarat
20185134,Perth - North West
20182159,Melbourne - West
20183092,Mackay - Isaac - Whitsunday
20182071,Warrnambool and South West
20181049,Far West and Orana
20183141,Queensland - Outback
20183034,Gold Coast
20184038,Adelaide - Central and Hills
20181086,Capital Region
20182106,Melbourne - North West
20183210,Brisbane - South
20183022,Wide Bay
20181232,Hunter Valley exc Newcastle
20185139,Western Australia - Wheat Belt
20181188,New England and North West
20185076,Bunbury
20181114,Murray
20183065,Sunshine Coast
20187036,Northern Territory - Outback
20185138,Perth - South East
20183224,Cairns
20184024,Barossa - Yorke - Mid North
20185097,Western Australia - Outback (South)
20181107,Capital Region
20186019,South East
20183025,Cairns
20183140,Darling Downs - Maranoa
20184016,Adelaide - North
20183116,Moreton Bay - South
20187003,Northern Territory - Outback
20185132,Mandurah
20186012,Launceston and North East
20181304,Sydney - South West
20183161,Mackay - Isaac - Whitsunday
20181226,Sydney - Outer South West
20182035,Bendigo
20181237,Riverina
20185085,Bunbury
20182178,Melbourne - Outer East
20181269,Sydney - City and Inner South
20185036,Perth - North West
20182081,Melbourne - West
20183087,Toowoomba
20181056,Sydney - Outer West and Blue Mountains
20181170,Sydney - South West
20181002,Sydney - Eastern Suburbs
20182019,Melbourne - Outer East
20181148,Sydney - Inner South West
20182110,Melbourne - Inner East
20183085,Townsville
20184002,Adelaide - North
20181077,Sydney - South West
20184005,Barossa - Yorke - Mid North
20186001,Launceston and North East
20182023,Melbourne - South East
20187026,Northern Territory - Outback
20184031,South Australia - Outback
20182181,Latrobe - Gippsland
20185067,Western Australia - Wheat Belt
20181214,Sydney - Inner West
20181059,Sydney - Parramatta
20183020,Gold Coast
20182004,Hume
20182002,Melbourne - Inner South
20183126,Darling Downs - Maranoa
20185016,Perth - North West
20181302,Sydney - Inner South West
20187029,Northern Territory - Outback
20183029,Sunshine Coast
20183171,Wide Bay
20184030,South Australia - South East
20181031,Central West
20182116,Melbourne - Inner
20181159,Sydney - Parramatta
20183139,Gold Coast
20181018,Sydney - City and Inner South
20181045,New England and North West
20183134,Townsville
20183145,Townsville
20185008,Western Australia - Outback (North)
20185005,Western Australia - Wheat Belt
20184008,South Australia - South East
20182163,Melbourne - North East
20181324,Illawarra
20182037,Latrobe - Gippsland
20181070,Hunter Valley exc Newcastle
20183200,Brisbane - North
20183102,Darling Downs - Maranoa
20185048,Perth - South East
20181156,Coffs Harbour - Grafton
20183010,Queensland - Outback
20184047,Barossa - Yorke - Mid North
20181234,Central Coast
20182095,Ballarat
20183046,Gold Coast
20182020,Melbourne - Outer East
20183081,Sunshine Coast
20182146,Melbourne - South East
20181271,Capital Region
20185104,Mandurah
20182090,Melbourne - North West
20181310,Sydney - Outer West and Blue Mountains
20185007,Bunbury
20185052,Perth - North East
20185049,Western Australia - Wheat Belt
20184048,South Australia - South East
20182099,Latrobe - Gippsland
20182136,Bendigo
20184044,Adelaide - Central and Hills
20183219,Logan - Beaudesert
20187031,Darwin
20182056,Melbourne - Outer East
20182063,Melbourne - Inner
20181205,Sydney - City and Inner South
20185041,Western Australia - Wheat Belt
20181171,Central West
20181190,Hunter Valley exc Newcastle
20185032,Western Australia - Wheat Belt
20182158,Latrobe - Gippsland
20185044,Bunbury
20181325,Central Coast
20183178,Wide Bay
20184057,South Australia - South East
20186006,Hobart
20183023,Ipswich
20183179,Logan - Beaudesert
20181071,Sydney - Outer West and Blue Mountains
20186003,Launceston and North East
20185111,Bunbury
20181076,Central West
20181033,Sydney - Outer West and Blue Mountains
20182029,Melbourne - Inner
20184073,Adelaide - North
20184017,South Australia - South East
20181187,Sydney - Sutherland
20182072,Latrobe - Gippsland
20183062,Logan - Beaudesert
20181168,Illawarra
20185001,Western Australia - Outback (South)
20181265,Sydney - North Sydney and Hornsby
20182040,Latrobe - Gippsland
20182075,Melbourne - Inner East
20181209,Sydney - Parramatta
20181053,Coffs Harbour - Grafton
20181042,Sydney - Outer West and Blue Mountains
20182166,Melbourne - Inner South
20181179,Central West
20181244,Southern Highlands and Shoalhaven
20182161,Hume
20183172,Queensland - Outback
20181194,Sydney - City and Inner South
20187022,Northern Territory - Outback
20181129,Mid North Coast
20182041,Latrobe - Gippsland
20182191,Melbourne - West
20183031,Ipswich
20182192,Melbourne - Inner East
20184028,South Australia - South East
20183101,Wide Bay
20187027,Northern Territory - Outback
20185031,Western Australia - Wheat Belt
20182084,Warrnambool and South West
20182100,Melbourne - Inner South
20181292,Murray
20185106,Perth - South East
20182132,Melbourne - Outer East
20182148,Shepparton
20183012,Moreton Bay - North
20185095,Western Australia - Wheat Belt
20185094,Western Australia - Wheat Belt
20183007,Darling Downs - Maranoa
20182079,Warrnambool and South West
20181144,New England and North West
20183194,Queensland - Outback
20181067,Sydney - Blacktown
20182044,Melbourne - South East
20187005,Northern Territory - Outback
20181211,Far West and Orana
20181138,Newcastle and Lake Macquarie
20182026,North West
20181213,Mid North Coast
20181162,Southern Highlands and Shoalhaven
20182102,Latrobe - Gippsland
20184051,Adelaide - North
20182152,North West
20181206,Sydney - North Sydney and Hornsby
20184062,South Australia - South East
20182129,Melbourne - South East
20183129,Ipswich
20185092,Western Australia - Outback (South)
20182031,Ballarat
20187017,Northern Territory - Outback
20184067,Adelaide - North
20183151,Central Queensland
20183057,Darling Downs - Maranoa
20181024,Riverina
20187004,Northern Territory - Outback
20181048,Capital Region
20185004,Western Australia - Wheat Belt
20182119,Hume
20185091,Perth - South East
20185029,Bunbury
20182120,Melbourne - West
20181010,Central Coast
20181284,Sydney - City and Inner South
20182164,Melbourne - North West
20181026,New England and North West
20181185,Richmond - Tweed
20181225,Sydney - Inner West
20182092,Latrobe - Gippsland
20181176,Newcastle and Lake Macquarie
20186002,Launceston and North East
20185079,Perth - South West
20182167,Latrobe - Gippsland
20181093,Mid North Coast
20186017,Hobart
20182149,Hume
20181257,Sydney - Inner South West
20183211,Wide Bay
20182176,Hume
20183054,Moreton Bay - South
20181082,Richmond - Tweed
20182069,Latrobe - Gippsland
20181275,Hunter Valley exc Newcastle
20183168,Darling Downs - Maranoa
20181250,Sydney - Outer West and Blue Mountains
20185050,Western Australia - Outback (North)
20181085,Coffs Harbour - Grafton
20183120,Moreton Bay - South
20183133,Moreton Bay - North
20181009,Central Coast
20185140,Western Australia - Wheat Belt
20181184,Richmond - Tweed
20183050,Central Queensland
20182130,Latrobe - Gippsland
20181130,Sydney - Outer South West
20184074,South Australia - South East
20185062,Perth - South East
20182118,Melbourne - North West
20182177,Melbourne - Outer East
20182021,Melbourne - Outer East
20183208,Brisbane - North
20185070,Western Australia - Outback (North)
20181298,Hunter Valley exc Newcastle
20184053,South Australia - South East
20181046,Sydney - Baulkham Hills and Hawkesbury
20183011,Queensland - Outback
20186015,West and North West
20185034,Western Australia - Outback (South)
20184015,Barossa - Yorke - Mid North
20181201,Illawarra
20181120,Richmond - Tweed
20181323,Illawarra
20184042,South Australia - South East
20182111,Hume
20181124,New England and North West
20183075,Brisbane - East
20181241,Far West and Orana
20181236,New England and North West
20185043,Perth - South West
20183156,Wide Bay
20182080,Mornington Peninsula
20183215,Wide Bay
20183026,Wide Bay
20187024,Northern Territory - Outback
20181058,Sydney - Inner West
20185028,Western Australia - Outback (South)
20183201,Wide Bay
20181140,Central Coast
20186020,West and North West
20184013,Adelaide - South
20185098,Western Australia - Outback (South)
20185103,Bunbury
20181215,Mid North Coast
20186007,Launceston and North East
20183044,Cairns
20182068,Melbourne - Outer East
20182038,Latrobe - Gippsland
20183001,Darling Downs - Maranoa
20181290,Sydney - City and Inner South
20181142,Central West
20181151,Mid North Coast
20183128,Logan - Beaudesert
20181135,Richmond - Tweed
20181282,Central West
20181145,Sydney - City and Inner South
20185046,Western Australia - Wheat Belt
20181099,Hunter Valley exc Newcastle
20182088,Melbourne - North West
20182142,Melbourne - West
20182135,Melbourne - South East
20184058,South Australia - Outback
20182012,Hume
20182082,Melbourne - South East
20185021,Western Australia - Wheat Belt
